State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Mandi,Mandi(Mandi),Guava,Guava,Medium,14/08/2025,2500,7000,4000
"Himachal Pradesh",Mandi,Mandi(Mandi),Lemon,Lemon,FAQ,14/08/2025,7000,9000,8000
"Himachal Pradesh",Mandi,Mandi(Mandi),Plum,Plum,Medium,14/08/2025,3000,3000,3000
"Himachal Pradesh",Mandi,Mandi(Mandi),Pumpkin,Pumpkin,FAQ,14/08/2025,1300,1600,1500
"Himachal Pradesh",Shimla,Rohroo,Cabbage,Other,FAQ,14/08/2025,1500,2000,1800
"Himachal Pradesh",Shimla,Rohroo,Ginger(Green),"Green Ginger",FAQ,14/08/2025,8000,8500,8200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Apple,"Royal Delicious",Medium,14/08/2025,2000,3000,2500
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)","Bitter gourd","Bitter Gourd",FAQ,14/08/2025,4000,4500,4200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Brinjal,"Arkasheela Mattigulla",FAQ,14/08/2025,3000,3500,3200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)","Green Chilli","Green Chilly",FAQ,14/08/2025,6000,7000,6500
"Himachal Pradesh",Sirmore,Nahan,Colacasia,Other,FAQ,14/08/2025,4000,4500,4200
"Himachal Pradesh",Sirmore,Nahan,"Sponge gourd",Other,FAQ,14/08/2025,2500,3000,2800
"Himachal Pradesh",Sirmore,Nahan,Tomato,Other,FAQ,14/08/2025,4000,6000,5000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Apple,Other,Medium,14/08/2025,4000,6000,5000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Apple,Other,Small,14/08/2025,3000,3500,3200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cucumbar(Kheera),Other,FAQ,14/08/2025,2000,2500,2200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Ginger(Green),Other,FAQ,14/08/2025,8000,10000,9000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Lemon,Other,FAQ,14/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib","Sponge gourd",Other,FAQ,14/08/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,2500,2600,2500
"Himachal Pradesh",Solan,Solan,Cabbage,Other,FAQ,14/08/2025,1500,2500,2000
"Himachal Pradesh",Solan,Solan,Capsicum,Capsicum,FAQ,14/08/2025,500,2500,2000
"Himachal Pradesh",Solan,Solan,Coriander(Leaves),Other,FAQ,14/08/2025,5000,10000,8000
"Himachal Pradesh",Solan,Solan,"French Beans (Frasbean)",Other,FAQ,14/08/2025,1500,4900,4500
"Himachal Pradesh",Solan,Solan,"Green Chilli",Other,FAQ,14/08/2025,3500,6000,5000
"Himachal Pradesh",Solan,Solan,"Peas cod",Other,FAQ,14/08/2025,10000,12000,11000
"Himachal Pradesh",Solan,Solan,Pineapple,Other,Medium,14/08/2025,4200,6200,5000
"Himachal Pradesh",Solan,Solan,Tomato,Other,FAQ,14/08/2025,800,5000,3500
"Himachal Pradesh",Solan,Solan(Nalagarh),"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,2500,3000,2800
"Himachal Pradesh",Solan,Solan(Nalagarh),Capsicum,Other,FAQ,14/08/2025,4500,5000,4700
"Himachal Pradesh",Solan,Solan(Nalagarh),Cucumbar(Kheera),Other,FAQ,14/08/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan(Nalagarh),Garlic,Other,FAQ,14/08/2025,8000,9000,8500
"Himachal Pradesh",Solan,Waknaghat,Capsicum,Capsicum,FAQ,14/08/2025,2000,2500,2500
"Jammu and Kashmir",Jammu,Batote,Apple,Other,Medium,14/08/2025,5000,5400,5200
"Jammu and Kashmir",Jammu,Batote,"Green Chilli","Green Chilly",FAQ,14/08/2025,4500,4700,4600
"Jammu and Kashmir",Jammu,Batote,Tomato,Other,FAQ,14/08/2025,2100,2300,2200
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Bitter gourd",Other,FAQ,14/08/2025,2000,2600,2300
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Cabbage,Other,FAQ,14/08/2025,1800,2000,1900
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Field Pea","Field Pea",FAQ,14/08/2025,6000,8000,7000
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)",Guava,Other,Medium,14/08/2025,5600,6400,6000
"Jammu and Kashmir",Jammu,"Narwal Jammu (F&V)","Tender Coconut","Tender Coconut",Medium,14/08/2025,6500,6700,6600
"Jammu and Kashmir",Kathua,Kathua,Apple,Delicious,Medium,14/08/2025,10000,15000,12500
"Jammu and Kashmir",Kathua,Kathua,Brinjal,Other,FAQ,14/08/2025,1000,1200,1100
"Jammu and Kashmir",Kathua,Kathua,"Mousambi(Sweet Lime)",Other,Medium,14/08/2025,5000,6000,5500
"Jammu and Kashmir",Kathua,Kathua,Pineapple,"Pine Apple",Medium,14/08/2025,3500,4000,3750
"Jammu and Kashmir",Srinagar,Ganderbal,Apple,Other,Large,14/08/2025,10000,11000,10500
"Jammu and Kashmir",Srinagar,Parimpore,Banana,Other,Large,14/08/2025,4201,4476,4362
"Jammu and Kashmir",Srinagar,Parimpore,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,2500,3000,2850
"Jammu and Kashmir",Srinagar,Parimpore,"Bitter gourd",Other,FAQ,14/08/2025,3000,4000,3500
"Jammu and Kashmir",Srinagar,Parimpore,Brinjal,Other,FAQ,14/08/2025,1000,1200,1100
"Jammu and Kashmir",Srinagar,Parimpore,Cabbage,Other,FAQ,14/08/2025,1500,2000,1750
"Jammu and Kashmir",Srinagar,Parimpore,Carrot,Other,FAQ,14/08/2025,2500,2800,2650
"Jammu and Kashmir",Srinagar,Parimpore,Coriander(Leaves),Other,FAQ,14/08/2025,1500,2000,1750
"Jammu and Kashmir",Srinagar,Parimpore,Ginger(Green),Other,FAQ,14/08/2025,6000,10000,8000
"Jammu and Kashmir",Srinagar,Parimpore,Lemon,Other,FAQ,14/08/2025,5500,6000,5750
"Jammu and Kashmir",Srinagar,Parimpore,Mango,Chausa,Large,14/08/2025,15000,17000,16000
"Jammu and Kashmir",Srinagar,Parimpore,Mango,Other,Large,14/08/2025,12000,14000,13000
"Jammu and Kashmir",Srinagar,Parimpore,Potato,Red,FAQ,14/08/2025,1200,1400,1300
"Jammu and Kashmir",Srinagar,Parimpore,Raddish,Other,FAQ,14/08/2025,4000,4500,4250
Karnataka,Bangalore,Ramanagara,Ashgourd,Ashgourd,Local,14/08/2025,1200,1600,1400
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,Local,14/08/2025,3000,4400,4000
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,Local,14/08/2025,4000,4800,4500
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),Local,14/08/2025,3500,4400,4000
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,Local,14/08/2025,3000,3500,3300
Karnataka,Belgaum,Kudchi,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",Local,14/08/2025,0,0,6000
Karnataka,Kolar,Malur,Beans,"Beans (Whole)",Local,14/08/2025,2500,4000,3000
Kerala,Alappuzha,Chengannur,Amphophalus,Other,FAQ,14/08/2025,4800,5100,5000
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,14/08/2025,6400,6700,6500
Kerala,Alappuzha,Chengannur,Colacasia,Colacasia,FAQ,14/08/2025,6900,7200,7000
Kerala,Alappuzha,Chengannur,Garlic,Garlic,FAQ,14/08/2025,0,0,10000
Kerala,Alappuzha,Chengannur,Onion,Onion,FAQ,14/08/2025,2100,2400,2200
Kerala,Alappuzha,Chengannur,Snakeguard,Other,FAQ,14/08/2025,3900,4200,4000
Kerala,Alappuzha,Cherthala,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,5500,5700,5600
Kerala,Alappuzha,Cherthala,Ridgeguard(Tori),Other,FAQ,14/08/2025,3800,4000,3900
Kerala,Alappuzha,Harippad,"Banana - Green",Other,FAQ,14/08/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Bitter gourd",Other,FAQ,14/08/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,14/08/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,Onion,Other,FAQ,14/08/2025,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Banana,"Nendra Bale",Medium,14/08/2025,3300,3500,3400
Kerala,Alappuzha,Kayamkulam,"Bitter gourd",Other,FAQ,14/08/2025,6400,6600,6500
Kerala,Alappuzha,Kayamkulam,Pumpkin,Other,FAQ,14/08/2025,1700,1900,1800
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,"Nendra Bale",Large,14/08/2025,4300,4500,4400
Kerala,Ernakulam,"Amalapuram  VFPCK",Banana,Poovan,Large,14/08/2025,5500,5900,5800
Kerala,Ernakulam,Angamaly,Beetroot,Beetroot,FAQ,14/08/2025,3800,5000,4200
Kerala,Ernakulam,Angamaly,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,3500,4500,4000
Kerala,Ernakulam,Angamaly,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,4800,6000,5500
Kerala,Ernakulam,Angamaly,Brinjal,Brinjal,FAQ,14/08/2025,4000,5000,4500
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,14/08/2025,3000,4000,3500
Kerala,Ernakulam,"North Paravur","Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,3500,4000,3800
Kerala,Ernakulam,"North Paravur",Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,5500,6000,5800
Kerala,Ernakulam,"North Paravur","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,14/08/2025,4000,5000,4500
Kerala,Ernakulam,"North Paravur",Lemon,Lemon,FAQ,14/08/2025,6000,7000,6500
Kerala,Ernakulam,"North Paravur",Ridgeguard(Tori),Other,FAQ,14/08/2025,6000,7000,6500
Kerala,Ernakulam,Perumbavoor,Amaranthus,Amaranthus,FAQ,14/08/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,"Little gourd (Kundru)",Other,FAQ,14/08/2025,3700,4700,4000
Kerala,Ernakulam,"Puthenvelikkara  VFPCK","Banana - Green","Banana - Green",FAQ,14/08/2025,4500,4700,4600
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Medium,14/08/2025,3200,5000,3400
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,14/08/2025,8000,9000,8200
Kerala,Ernakulam,Thrippunithura,"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,4000,5000,4200
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,FAQ,14/08/2025,5500,7000,5700
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,5300,6400,5500
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,FAQ,14/08/2025,4800,5200,5000
Kerala,Idukki,Thodupuzha,Ashgourd,Other,FAQ,14/08/2025,3300,3500,3500
Kerala,Idukki,Thodupuzha,Banana,Robusta,Large,14/08/2025,3300,3500,3500
Kerala,Idukki,Thodupuzha,Cabbage,Other,FAQ,14/08/2025,2600,2800,2800
Kerala,Idukki,Thodupuzha,Cocoa,Other,FAQ,14/08/2025,6300,6500,6500
Kerala,Idukki,Thodupuzha,Rubber,Other,FAQ,14/08/2025,16800,17000,17000
Kerala,Idukki,Thodupuzha,Snakeguard,Other,FAQ,14/08/2025,4800,5000,5000
Kerala,Kannur,Kannur,"Banana - Green",Other,FAQ,14/08/2025,4500,4700,4600
Kerala,Kannur,Kannur,"Black pepper",Other,FAQ,14/08/2025,64500,70000,68000
Kerala,Kannur,Kannur,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,5700,6100,5900
Kerala,Kannur,Payyannur,Arecanut(Betelnut/Supari),Other,FAQ,14/08/2025,36000,38000,37000
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,FAQ,14/08/2025,3700,3900,3800
Kerala,Kannur,Taliparamba,Banana,Other,Small,14/08/2025,8300,8500,8400
Kerala,Kasargod,Manjeswaram,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,6500,8000,7250
Kerala,Kasargod,Manjeswaram,Copra,Copra,FAQ,14/08/2025,19000,20000,19500
Kerala,Kasargod,Manjeswaram,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,5000,7000,6000
Kerala,Kasargod,Manjeswaram,Ginger(Green),"Green Ginger",FAQ,14/08/2025,5000,8000,6500
Kerala,Kasargod,Manjeswaram,Snakeguard,Snakeguard,FAQ,14/08/2025,3500,5000,4250
Kerala,Kollam,Sasthamkotta,Banana,"Red Banana",Medium,14/08/2025,4000,4500,4200
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,14/08/2025,1800,2200,2000
Kerala,Kollam,Sasthamkotta,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,5000,5500,5200
Kerala,Kollam,Sasthamkotta,Yam,Other,FAQ,14/08/2025,5000,5500,5200
Kerala,Kottayam,Athirampuzha,Banana,Poovan,Medium,14/08/2025,7800,8000,7900
Kerala,Kottayam,Ettumanoor,Cabbage,Other,FAQ,14/08/2025,2400,2800,2600
Kerala,Kottayam,Ettumanoor,Coconut,Medium,FAQ,14/08/2025,6500,6900,6700
Kerala,Kottayam,Kottayam,Carrot,Carrot,FAQ,14/08/2025,7000,7400,7200
Kerala,Kottayam,Kottayam,Cowpea(Veg),"Cowpea (Veg)",FAQ,14/08/2025,5500,5900,5700
Kerala,Kottayam,Kottayam,"Green Gram (Moong)(Whole)",Other,FAQ,14/08/2025,9000,9600,9300
Kerala,Kottayam,Kottayam,"Little gourd (Kundru)",Other,FAQ,14/08/2025,4800,5200,5000
Kerala,Kottayam,Kottayam,Onion,Big,FAQ,14/08/2025,2200,2600,2400
Kerala,Kottayam,Kottayam,Pineapple,"Pine Apple",Medium,14/08/2025,4000,4400,4200
Kerala,Kottayam,Kottayam,Snakeguard,Snakeguard,FAQ,14/08/2025,5500,5900,5700
Kerala,Kottayam,Kuruppanthura,Banana,Palayamthodan,Large,14/08/2025,3000,4000,3500
Kerala,Kottayam,Kuruppanthura,"Banana - Green","Banana - Green",FAQ,14/08/2025,5000,6000,5500
Kerala,Kottayam,Kuruppanthura,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,5000,6000,5500
Kerala,Kottayam,Kuruppanthura,Snakeguard,Snakeguard,FAQ,14/08/2025,5000,6000,5200
Kerala,Kottayam,"Mannackanad  VFPCK",Banana,"Nendra Bale",Medium,14/08/2025,5500,6000,6000
Kerala,Kottayam,Pala,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,4500,5400,5000
Kerala,Kottayam,Pala,Onion,Big,Non-FAQ,14/08/2025,5500,6600,6000
Kerala,Kottayam,Pampady,Banana,Robusta,Medium,14/08/2025,3000,4500,4000
Kerala,Kottayam,Pampady,Coconut,Coconut,FAQ,14/08/2025,6300,7300,7000
Kerala,Kottayam,Pampady,Colacasia,Other,FAQ,14/08/2025,4500,6500,5500
Kerala,Kottayam,Pampady,Tomato,Other,FAQ,14/08/2025,4500,6000,5500
Kerala,Kottayam,"RAMAPURAM VFPCK","Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,14/08/2025,5000,5200,5100
Kerala,Kottayam,Thalayolaparambu,Banana,"Banana - Ripe",Medium,14/08/2025,4000,4500,4200
Kerala,Kottayam,Thalayolaparambu,Banana,Robusta,Medium,14/08/2025,3000,3300,3100
Kerala,Kottayam,Thalayolaparambu,Carrot,Carrot,FAQ,14/08/2025,7300,7600,7400
Kerala,Kottayam,Thalayolaparambu,Lemon,Other,FAQ,14/08/2025,6300,6600,6400
Kerala,Kottayam,Thalayolaparambu,"Little gourd (Kundru)",Other,FAQ,14/08/2025,4000,4400,4200
Kerala,Kottayam,Thalayolaparambu,Mango,Other,Medium,14/08/2025,8400,8700,8500
Kerala,Kozhikode(Calicut),Kallachi,Ashgourd,Ashgourd,FAQ,14/08/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,Medium,14/08/2025,5400,5800,5600
Kerala,Kozhikode(Calicut),Kallachi,Brinjal,Brinjal,FAQ,14/08/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,"Cluster beans","Cluster Beans",FAQ,14/08/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Mukkom,Apple,Other,Large,14/08/2025,14000,15000,14500
Kerala,Kozhikode(Calicut),Mukkom,Beetroot,Beetroot,FAQ,14/08/2025,4500,4800,4600
Kerala,Kozhikode(Calicut),Mukkom,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3600,3900,3700
Kerala,Kozhikode(Calicut),Mukkom,Pineapple,Other,Large,14/08/2025,6000,7000,6500
Kerala,Kozhikode(Calicut),Palayam,Amphophalus,Other,FAQ,14/08/2025,4000,4000,4000
Kerala,Kozhikode(Calicut),Palayam,"Banana - Green",Other,FAQ,14/08/2025,3600,3600,3600
Kerala,Kozhikode(Calicut),Palayam,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,2500,2500,2500
Kerala,Kozhikode(Calicut),Palayam,"Bottle gourd",Other,FAQ,14/08/2025,3000,3000,3000
Kerala,Kozhikode(Calicut),Palayam,Brinjal,Other,FAQ,14/08/2025,2000,2000,2000
Kerala,Kozhikode(Calicut),Palayam,Cabbage,Other,FAQ,14/08/2025,1300,1300,1300
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,FAQ,14/08/2025,1800,1800,1800
Kerala,Kozhikode(Calicut),Palayam,"Cluster beans",Other,FAQ,14/08/2025,4500,4500,4500
Kerala,Kozhikode(Calicut),Palayam,Cowpea(Veg),Other,FAQ,14/08/2025,4900,5000,4900
Kerala,Kozhikode(Calicut),Palayam,Tomato,Other,FAQ,14/08/2025,2678,2678,2678
Kerala,Kozhikode(Calicut),Perambra,Beetroot,Other,FAQ,14/08/2025,3000,3500,3000
Kerala,Kozhikode(Calicut),Perambra,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,3500,4500,4000
Kerala,Kozhikode(Calicut),Perambra,Brinjal,Other,FAQ,14/08/2025,3500,4000,3600
Kerala,Kozhikode(Calicut),Perambra,Capsicum,Capsicum,FAQ,14/08/2025,7000,7500,7200
Kerala,Kozhikode(Calicut),Quilandy,Brinjal,Other,FAQ,14/08/2025,3700,3800,3700
Kerala,Kozhikode(Calicut),Quilandy,Coriander(Leaves),Other,FAQ,14/08/2025,6200,6500,6500
Kerala,Kozhikode(Calicut),Quilandy,Ginger(Green),Other,FAQ,14/08/2025,5500,6000,6000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Brinjal,Brinjal,FAQ,14/08/2025,2000,2300,2300
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,1800,2100,2100
Kerala,Malappuram,Manjeri,Amaranthus,Other,FAQ,14/08/2025,2000,2100,2050
Kerala,Malappuram,Manjeri,"Banana - Green","Banana - Green",FAQ,14/08/2025,3700,3800,3750
Kerala,Malappuram,Manjeri,"Bitter gourd",Other,FAQ,14/08/2025,5400,5500,5450
Kerala,Malappuram,Manjeri,"Bottle gourd",Other,FAQ,14/08/2025,2200,2300,2250
Kerala,Malappuram,Manjeri,Brinjal,Other,FAQ,14/08/2025,3800,3900,3850
Kerala,Malappuram,Manjeri,Cabbage,Other,FAQ,14/08/2025,1600,1700,1650
Kerala,Malappuram,Manjeri,Cucumbar(Kheera),Other,FAQ,14/08/2025,3400,3500,3450
Kerala,Malappuram,Manjeri,Ginger(Green),Other,FAQ,14/08/2025,7500,7600,7550
Kerala,Palakad,Pattambi,Banana,Palayamthodan,Medium,14/08/2025,4000,4500,4200
Kerala,Palakad,Pattambi,"French Beans (Frasbean)",Other,FAQ,14/08/2025,4000,5000,4500
Kerala,Palakad,Pattambi,"Green Avare (W)",Other,FAQ,14/08/2025,5000,5500,5200
Kerala,Palakad,Pattambi,Tapioca,Other,FAQ,14/08/2025,2600,3000,2800
Kerala,Pathanamthitta,"Kalanjoor  VFPCK",Banana,Poovan,Large,14/08/2025,2600,5700,4800
Kerala,Pathanamthitta,Kuttoor,Amaranthus,Amaranthus,FAQ,14/08/2025,3600,4000,3800
Kerala,Pathanamthitta,Kuttoor,Banana,Palayamthodan,Large,14/08/2025,3100,3500,3300
Kerala,Pathanamthitta,Kuttoor,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,5600,6000,5800
Kerala,Pathanamthitta,Kuttoor,Brinjal,Brinjal,FAQ,14/08/2025,4600,5000,4800
Kerala,Pathanamthitta,Kuttoor,"Coconut Seed",Other,FAQ,14/08/2025,14600,15000,14800
Kerala,Thirssur,"Annamanada  VFPCK",Banana,Poovan,Medium,14/08/2025,2000,5300,3900
Kerala,Thirssur,Chavakkad,Coconut,Other,FAQ,14/08/2025,7000,8000,8000
Kerala,Thirssur,Chavakkad,Cucumbar(Kheera),Other,FAQ,14/08/2025,3500,4800,4800
Kerala,Thirssur,Chavakkad,"Elephant Yam (Suran)",Other,FAQ,14/08/2025,4500,5600,5600
Kerala,Thirssur,Chavakkad,Garlic,Other,FAQ,14/08/2025,10500,12000,12000
Kerala,Thirssur,Chavakkad,Onion,Other,FAQ,14/08/2025,2500,3200,3200
Kerala,Thirssur,Chavakkad,Pumpkin,Other,FAQ,14/08/2025,1900,3300,3300
Kerala,Thirssur,Thrissur,Banana,Robusta,Medium,14/08/2025,3500,3500,3500
Kerala,Thirssur,Thrissur,"Coconut Seed",Other,FAQ,14/08/2025,7800,7800,7800
Kerala,Thirssur,Thrissur,"Elephant Yam (Suran)",Other,FAQ,14/08/2025,5200,5200,5200
Kerala,Thirssur,Thrissur,"Green Chilli","Green Chilly",FAQ,14/08/2025,5000,5000,5000
Kerala,Thirssur,Thrissur,"Little gourd (Kundru)",Other,FAQ,14/08/2025,3000,3000,3000
Kerala,Thirssur,Thrissur,Onion,Onion,FAQ,14/08/2025,2200,2600,2500
Kerala,Thirssur,Thrissur,Pumpkin,Pumpkin,FAQ,14/08/2025,1600,1600,1600
Kerala,Thiruvananthapuram,"Kovilnada  VFPCK",Banana,"Nendra Bale",Large,14/08/2025,6800,7000,6900
Kerala,Thiruvananthapuram,"PAPPANCHANI VFPCK",Cowpea(Veg),"Bean Barbati",FAQ,14/08/2025,78,80,79
Kerala,Thiruvananthapuram,"PAPPANCHANI VFPCK",Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,48,50,49
Kerala,Wayanad,Manathavady,"Black pepper",Ungrabled,FAQ,14/08/2025,66000,66000,66000
Kerala,Wayanad,Manathavady,Ginger(Green),"Green Ginger",FAQ,14/08/2025,4050,4100,4100
Kerala,Wayanad,Manathavady,Rubber,Other,FAQ,14/08/2025,18800,18800,18800
Kerala,Wayanad,Manathavady,Snakeguard,Snakeguard,FAQ,14/08/2025,2100,2200,2200
Kerala,Wayanad,Pulpally,Amaranthus,Other,FAQ,14/08/2025,2500,2700,2600
Kerala,Wayanad,Pulpally,"Green Chilli",Other,FAQ,14/08/2025,3300,3500,3400
Kerala,Wayanad,Pulpally,"Pepper ungarbled",Other,FAQ,14/08/2025,65400,65600,65500
Kerala,Wayanad,Pulpally,Pumpkin,Other,FAQ,14/08/2025,1100,1300,1200
Kerala,Wayanad,Pulpally,Rubber,Other,FAQ,14/08/2025,18600,18800,18700
"Madhya Pradesh",Badwani,Badwani(F&V),"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,800,800,800
"Madhya Pradesh",Badwani,Badwani(F&V),Cabbage,Cabbage,FAQ,14/08/2025,700,700,700
"Madhya Pradesh",Badwani,Badwani(F&V),"Green Chilli","Green Chilly",FAQ,14/08/2025,1600,1600,1600
"Madhya Pradesh",Badwani,Sendhwa(F&V),Cabbage,Cabbage,FAQ,14/08/2025,700,1100,800
"Madhya Pradesh",Burhanpur,Burhanpur,Wheat,Wheat,FAQ,14/08/2025,2600,2600,2600
"Madhya Pradesh",Chhatarpur,"LavKush Nagar(Laundi)",Wheat,"Mill Quality",FAQ,14/08/2025,2490,2490,2490
"Madhya Pradesh",Dewas,Dewas(F&V),Cauliflower,Other,FAQ,14/08/2025,700,1300,900
"Madhya Pradesh",Dhar,Kukshi,Wheat,Wheat,FAQ,14/08/2025,2700,2700,2700
"Madhya Pradesh",Dhar,Manawar(F&V),Pumpkin,Pumpkin,FAQ,14/08/2025,750,950,850
"Madhya Pradesh",Dindori,Dindori,Paddy(Dhan)(Common),Other,Non-FAQ,14/08/2025,1920,1950,1940
"Madhya Pradesh",Indore,Indore,Soyabean,Soyabeen,FAQ,14/08/2025,4100,4800,4800
"Madhya Pradesh",Khandwa,Mundi,Wheat,Wheat,FAQ,14/08/2025,2500,2520,2520
"Madhya Pradesh",Khandwa,Sanawad(F&V),"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,1500,1500,1500
"Madhya Pradesh",Raisen,Gairatganj,Soyabean,Soyabeen,FAQ,14/08/2025,4499,4506,4500
"Madhya Pradesh",Tikamgarh,Niwadi,Wheat,"Mill Quality",Non-FAQ,14/08/2025,2530,2540,2540
Maharashtra,Gadchiroli,Armori,Paddy(Dhan)(Common),Other,FAQ,14/08/2025,2450,2830,2600
Maharashtra,Pune,Khed(Chakan),"Bitter gourd",Other,Local,14/08/2025,2000,3000,2500
Maharashtra,Pune,Khed(Chakan),Cucumbar(Kheera),Other,Local,14/08/2025,800,1200,1000
Maharashtra,Pune,Khed(Chakan),Onion,Other,Local,14/08/2025,800,1600,1400
Maharashtra,Pune,Khed(Chakan),"Peas Wet",Other,Local,14/08/2025,7000,8000,7500
Maharashtra,Pune,Khed(Chakan),Potato,Other,Local,14/08/2025,1200,2000,1500
Maharashtra,Pune,Khed(Chakan),Tomato,Other,Local,14/08/2025,2000,3500,2500
Maharashtra,Pune,Pune,"Bitter gourd",Other,Local,14/08/2025,1500,3000,2250
Maharashtra,Pune,Pune,Cauliflower,Other,Local,14/08/2025,600,2000,1300
Maharashtra,Pune,Pune,"Chilly Capsicum",Other,Local,14/08/2025,1000,3000,2000
Maharashtra,Pune,Pune,"Pointed gourd (Parval)",Other,Local,14/08/2025,2000,5000,3500
Maharashtra,Pune,Pune,Potato,Local,Local,14/08/2025,1300,1900,1600
Maharashtra,Pune,Pune,Snakeguard,Other,Local,14/08/2025,2000,3000,2500
Maharashtra,Pune,Pune,Tomato,Local,Local,14/08/2025,1000,3000,2000
Maharashtra,Pune,Pune(Khadiki),Onion,Local,Local,14/08/2025,1000,1600,1300
Maharashtra,Pune,Pune(Moshi),Beans,Other,Local,14/08/2025,4000,5000,4500
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,Local,14/08/2025,1000,3000,2000
Maharashtra,Pune,Pune(Moshi),"Bhindi(Ladies Finger)",Other,Local,14/08/2025,1500,3000,2250
Maharashtra,Pune,Pune(Moshi),Brinjal,Other,Local,14/08/2025,1500,3000,2250
Maharashtra,Pune,Pune(Moshi),Cabbage,Other,Local,14/08/2025,500,1000,750
Maharashtra,Pune,Pune(Moshi),Carrot,Other,Local,14/08/2025,1000,3000,2000
Maharashtra,Pune,Pune(Moshi),"Chilly Capsicum",Other,Local,14/08/2025,2000,4000,3000
