State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Uttrakhand,Nanital,Haldwani,Mango,Other,Large,14/08/2025,2400,2800,2600
Uttrakhand,Nanital,Haldwani,Onion,Other,FAQ,14/08/2025,1000,1600,1300
Uttrakhand,Nanital,Haldwani,Potato,Other,FAQ,14/08/2025,600,1500,1100
Uttrakhand,Nanital,Ramnagar,Cabbage,Other,FAQ,14/08/2025,1500,2000,1750
Uttrakhand,Nanital,Ramnagar,Potato,Other,FAQ,14/08/2025,1000,1500,1250
Uttrakhand,UdhamSinghNagar,Jaspur(UC),"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,1200,1200,1200
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Ridgeguard(Tori),Other,FAQ,14/08/2025,1300,1300,1300
Uttrakhand,UdhamSinghNagar,Rudrapur,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,800,1500,1000
Uttrakhand,UdhamSinghNagar,Rudrapur,Cabbage,Other,FAQ,14/08/2025,5000,7000,6000
Uttrakhand,UdhamSinghNagar,Rudrapur,Lemon,Other,FAQ,14/08/2025,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,Onion,Other,FAQ,14/08/2025,1500,2000,1800
Uttrakhand,UdhamSinghNagar,Rudrapur,"Pointed gourd (Parval)",Other,FAQ,14/08/2025,3000,5000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,Raddish,Other,FAQ,14/08/2025,1200,2000,1500
Uttrakhand,UdhamSinghNagar,Rudrapur,Tomato,Other,FAQ,14/08/2025,3000,5200,4000
"West Bengal",Bankura,"Indus(Bankura Sadar)",Brinjal,Round/Long,FAQ,14/08/2025,5600,6000,5800
"West Bengal",Bankura,"Indus(Bankura Sadar)",Rice,Fine,FAQ,14/08/2025,4550,4650,4600
"West Bengal",Bankura,"Indus(Bankura Sadar)","Sweet Pumpkin","Sweet Pumpkin",FAQ,14/08/2025,1300,1500,1450
"West Bengal",Birbhum,Rampurhat,Wheat,Sonalika,FAQ,14/08/2025,2500,2600,2550
"West Bengal",Darjeeling,Darjeeling,Potato,Jyoti,FAQ,14/08/2025,2100,2300,2200
"West Bengal",Darjeeling,Karsiyang(Matigara),Tomato,Other,FAQ,14/08/2025,5500,6000,5800
"West Bengal",Hooghly,Sheoraphuly,"Bitter gourd",Other,FAQ,14/08/2025,5800,6000,6000
"West Bengal",Hooghly,Sheoraphuly,Onion,Nasik,FAQ,14/08/2025,1600,2000,1800
"West Bengal",Hooghly,Sheoraphuly,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/08/2025,4800,5000,5000
"West Bengal",Jalpaiguri,Dhupguri,"Bitter gourd",Other,FAQ,14/08/2025,3800,4000,3900
"West Bengal",Jalpaiguri,Dhupguri,Brinjal,Other,FAQ,14/08/2025,2100,2300,2200
"West Bengal",Jalpaiguri,Dhupguri,"Green Chilli",Other,FAQ,14/08/2025,8400,8600,8500
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar","Bitter gourd","Bitter Gourd",FAQ,14/08/2025,5300,5500,5400
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Potato,Red,FAQ,14/08/2025,1300,1400,1350
"West Bengal",Jhargram,Jhargram,Rice,"Super Fine",FAQ,14/08/2025,4800,5200,5000
"West Bengal",Medinipur(E),Egra/contai,Brinjal,Brinjal,FAQ,14/08/2025,5000,5200,5100
"West Bengal",Medinipur(E),Egra/contai,"Sweet Pumpkin","Sweet Pumpkin",FAQ,14/08/2025,1600,1800,1700
"West Bengal",Medinipur(W),Ghatal,Brinjal,Brinjal,FAQ,14/08/2025,7000,7200,7100
"West Bengal",Medinipur(W),Ghatal,Jute,TD-5,FAQ,14/08/2025,6700,6900,6800
"West Bengal",Medinipur(W),Ghatal,Mustard,"Yellow (Black)",FAQ,14/08/2025,6100,6200,6150
"West Bengal",Murshidabad,Jiaganj,Mustard,"Yellow (Black)",FAQ,14/08/2025,6300,6400,6350
"West Bengal",Murshidabad,Jiaganj,Rice,Fine,FAQ,14/08/2025,3500,3600,3550
"West Bengal","North 24 Parganas",Barasat,Potato,Other,FAQ,14/08/2025,1440,1440,1440
"West Bengal","North 24 Parganas",Habra,Onion,Other,FAQ,14/08/2025,1700,1800,1800
"West Bengal","Paschim Bardhaman",Durgapur,Brinjal,Other,FAQ,14/08/2025,4250,4500,4300
"West Bengal","Paschim Bardhaman",Durgapur,Cabbage,Other,FAQ,14/08/2025,1850,2200,2050
"West Bengal","Paschim Bardhaman",Durgapur,Rice,Other,FAQ,14/08/2025,3000,3200,3100
"West Bengal","Paschim Bardhaman",Durgapur,Wheat,Kalyan,FAQ,14/08/2025,2765,3050,2850
"West Bengal","Paschim Bardhaman",Durgapur,Wheat,Kalyan,Non-FAQ,14/08/2025,2500,2735,2630
"West Bengal",Puruliya,Purulia,Brinjal,Other,FAQ,14/08/2025,3800,4500,4200
"West Bengal",Puruliya,Purulia,"Masur Dal","Masur Dal",FAQ,14/08/2025,9500,9650,9600
"West Bengal",Puruliya,Purulia,Rice,Other,FAQ,14/08/2025,3600,3620,3600
"Andhra Pradesh",Chittor,Palamaner,Brinjal,Brinjal,FAQ,14/08/2025,900,1500,1200
"Andhra Pradesh",Chittor,Palamaner,"Cluster beans","Cluster Beans",FAQ,14/08/2025,3000,5000,4000
"Andhra Pradesh",Chittor,Palamaner,"Green Chilli","Green Chilly",FAQ,14/08/2025,4000,6000,5000
"Andhra Pradesh",Cuddapah,Cuddapah,Groundnut,Local,Non-FAQ,14/08/2025,2311,6137,5946
"Andhra Pradesh",Cuddapah,Cuddapah,Turmeric,Bulb,FAQ,14/08/2025,8112,8869,8112
"Andhra Pradesh",Guntur,Pidugurala(Palnadu),"Dry Chillies","1st Sort",FAQ,14/08/2025,9000,13000,11000
"Andhra Pradesh",Krishna,Tiruvuru,Paddy(Dhan)(Common),Sona,Non-FAQ,14/08/2025,2300,2500,2400
"Andhra Pradesh",Kurnool,Pattikonda,Tomato,Local,Non-FAQ,14/08/2025,1800,3500,2500
"Andhra Pradesh",Nellore,Rapur,Wood,Eucalyptus,FAQ,14/08/2025,5600,6000,5800
"Andhra Pradesh","West Godavari",Chintalapudi,Lemon,Lemon,FAQ,14/08/2025,1400,2000,1700
Bihar,Banka,Barahat,Onion,Medium,FAQ,14/08/2025,3000,3500,3200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cabbage,Cabbage,FAQ,14/08/2025,800,1800,1400
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Pumpkin,Other,FAQ,14/08/2025,800,1500,1200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Tomato,Other,FAQ,14/08/2025,1600,5600,4400
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,14/08/2025,1000,2000,1500
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,14/08/2025,800,1700,1250
Gujarat,Ahmedabad,Ahmedabad,Capsicum,Capsicum,FAQ,14/08/2025,2500,3500,3000
Gujarat,Ahmedabad,Ahmedabad,"Papaya (Raw)",Other,FAQ,14/08/2025,800,1000,900
Gujarat,Amreli,Damnagar,Guar,Gwar,FAQ,14/08/2025,2150,3050,2600
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Banana,Amruthapani,Medium,14/08/2025,1700,1800,1700
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Brinjal,Other,FAQ,14/08/2025,1000,2500,2000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Drumstick,Other,FAQ,14/08/2025,4000,5000,4600
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Potato,Other,FAQ,14/08/2025,1400,1800,1600
Gujarat,Bharuch,Bharuch,Ginger(Green),Other,FAQ,14/08/2025,2000,3000,2500
Gujarat,Bharuch,Bharuch,Papaya,Other,Medium,14/08/2025,700,1000,850
Gujarat,Bharuch,Bharuch,Pomegranate,Other,Medium,14/08/2025,2000,4000,3000
Gujarat,Bharuch,Bharuch,Potato,Other,Non-FAQ,14/08/2025,1000,2000,1500
Gujarat,Bharuch,Jambusar,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,14/08/2025,6000,7000,6500
Gujarat,Bharuch,Jambusar,"Castor Seed",Other,FAQ,14/08/2025,5000,5800,5400
Gujarat,Bharuch,Jambusar(Kaavi),"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,14/08/2025,6400,7200,6800
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,14/08/2025,5400,6200,5800
Gujarat,Botad,Botad,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,14/08/2025,6200,9400,8000
Gujarat,"Chhota Udaipur",Bodeliu,Groundnut,Other,FAQ,14/08/2025,4901,4921,4915
Gujarat,Dahod,Dahod,Maize,"White (SAFED)",FAQ,14/08/2025,2250,2900,2400
Gujarat,Dahod,Dahod,Soyabean,Soyabeen,Non-FAQ,14/08/2025,4650,4788,4725
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,14/08/2025,2875,2950,2925
Gujarat,Dahod,"Dahod(Veg. Market)","Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,500,1500,1000
Gujarat,Dahod,"Dahod(Veg. Market)",Onion,Onion,FAQ,14/08/2025,800,1200,1000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bottle gourd",Other,FAQ,14/08/2025,1500,2000,1500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Gram Raw(Chholia)",Other,FAQ,14/08/2025,3000,3000,3000
Gujarat,Kachchh,Anjar,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,14/08/2025,5777,8500,8000
Gujarat,Kheda,Kapadvanj,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,1500,2000,1700
Gujarat,Mehsana,Kadi,"Kulthi(Horse Gram)","Horse gram (Whole)",FAQ,14/08/2025,4665,5205,5100
Gujarat,Mehsana,Visnagar,"Castor Seed",Other,FAQ,14/08/2025,6400,6515,6457
Gujarat,Mehsana,Visnagar,Mustard,Other,FAQ,14/08/2025,6200,6520,6360
Gujarat,Morbi,Morbi,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,1000,2000,1500
Gujarat,Morbi,Morbi,"Bitter gourd",Other,FAQ,14/08/2025,500,1000,750
Gujarat,Morbi,Morbi,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,500,1500,1000
Gujarat,Navsari,Navsari,Brinjal,"Arkasheela Mattigulla",FAQ,14/08/2025,900,1500,1200
Gujarat,Navsari,Navsari,Cabbage,Cabbage,FAQ,14/08/2025,1250,1500,1375
Gujarat,Navsari,Navsari,"Cluster beans","Cluster Beans",FAQ,14/08/2025,3000,3500,3250
Gujarat,Navsari,Navsari,Coriander(Leaves),Coriander,FAQ,14/08/2025,3000,4000,3500
Gujarat,Navsari,Navsari,Potato,"(Red Nanital)",FAQ,14/08/2025,1000,2000,1500
Gujarat,Patan,Patan,Jowar(Sorghum),Other,FAQ,14/08/2025,3500,5455,5250
Gujarat,Patan,Patan,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,14/08/2025,6055,6900,6700
Gujarat,Patan,Siddhpur,Mustard,Mustard,FAQ,14/08/2025,6280,6400,6340
Gujarat,Patan,Siddhpur,Wheat,Hybrid,FAQ,14/08/2025,2595,2675,2635
Gujarat,Porbandar,Porbandar,Banana,Amruthapani,Large,14/08/2025,2000,2500,2250
Gujarat,Porbandar,Porbandar,Cauliflower,"African Sarson",FAQ,14/08/2025,2500,3500,3000
Gujarat,Porbandar,Porbandar,Ginger(Green),"Green Ginger",FAQ,14/08/2025,4000,4500,4250
Gujarat,Porbandar,Porbandar,"Green Chilli","Green Chilly",FAQ,14/08/2025,2500,3500,3000
Gujarat,Porbandar,Porbandar,Guar,Gwar,FAQ,14/08/2025,4000,5000,4500
Gujarat,Porbandar,Porbandar,Pomegranate,Other,Large,14/08/2025,4000,12000,8000
Gujarat,Sabarkantha,Himatnagar,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,14/08/2025,2625,2640,2640
Gujarat,Sabarkantha,Himatnagar,"Castor Seed","Castor seed",FAQ,14/08/2025,6380,6500,6450
Gujarat,Sabarkantha,Himatnagar,Groundnut,JL-24,Non-FAQ,14/08/2025,4725,5525,5200
Gujarat,Sabarkantha,Modasa(Tintoi),"Bajra(Pearl Millet/Cumbu)",Hybrid,Non-FAQ,14/08/2025,1650,2275,2275
Gujarat,Surat,Songadh,Guar,Gwar,FAQ,14/08/2025,4000,4950,4400
Gujarat,Surat,Surat,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,1500,3500,2500
Gujarat,Surat,Surat,Brinjal,Other,FAQ,14/08/2025,1000,3000,2000
Gujarat,Surat,Surat,"Cluster beans",Other,FAQ,14/08/2025,3000,6000,4500
Gujarat,Surat,Surat,Drumstick,Other,FAQ,14/08/2025,2000,3500,2750
Gujarat,Surat,Surat,"Green Chilli",Other,FAQ,14/08/2025,2500,5500,4000
Gujarat,Surat,Surat,"Groundnut pods (raw)",Other,FAQ,14/08/2025,3000,4300,3650
Gujarat,Surat,Surat,"Indian Beans (Seam)",Other,FAQ,14/08/2025,3500,6000,4750
Gujarat,Surat,Surat,Lemon,Other,FAQ,14/08/2025,1000,3500,2250
Gujarat,Surat,Surat,"Pegeon Pea (Arhar Fali)",Other,FAQ,14/08/2025,4000,10000,7000
Gujarat,Surat,Surat,Pumpkin,Other,FAQ,14/08/2025,700,2400,1550
Gujarat,Surat,Surat,"Yam (Ratalu)",Other,FAQ,14/08/2025,6000,16000,11000
Gujarat,Vadodara(Baroda),Padra,"Bottle gourd",Other,FAQ,14/08/2025,600,1100,850
Gujarat,Vadodara(Baroda),Padra,"Green Chilli","Green Chilly",FAQ,14/08/2025,2500,3250,2900
Gujarat,Valsad,Chikli(Khorgam),"Pointed gourd (Parval)",Other,FAQ,14/08/2025,2750,3500,3125
Haryana,Ambala,Naraingarh,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,1200,3000,1800
Haryana,Ambala,Naraingarh,"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,600,2000,1500
Haryana,Ambala,Naraingarh,"French Beans (Frasbean)",Other,FAQ,14/08/2025,2500,6000,4500
Haryana,Ambala,Naraingarh,"Peas Wet","Peas Wet",FAQ,14/08/2025,5000,10000,7000
Haryana,Ambala,Naraingarh,Pomegranate,Pomogranate,Medium,14/08/2025,5000,14000,7000
Haryana,Fatehabad,Jakhal,Ridgeguard(Tori),Other,FAQ,14/08/2025,1200,2200,2200
Haryana,Gurgaon,Gurgaon,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,1000,1400,1200
Haryana,Gurgaon,Sohna,Guava,Guava,Medium,14/08/2025,1600,1600,1600
Haryana,Hissar,Hansi,Cucumbar(Kheera),Other,FAQ,14/08/2025,2000,3000,2500
Haryana,Hissar,Hansi,Spinach,Other,FAQ,14/08/2025,2000,3000,2500
Haryana,Jind,Narwana,"Sponge gourd",Other,FAQ,14/08/2025,2500,2500,2500
Haryana,Jind,Narwana,Tomato,Other,FAQ,14/08/2025,5000,6000,5500
Haryana,Kaithal,Cheeka,Potato,Other,Non-FAQ,14/08/2025,800,800,800
Haryana,Kaithal,Dhand,Banana,Other,Medium,14/08/2025,3000,4000,3800
Haryana,Kaithal,Dhand,Onion,Other,FAQ,14/08/2025,1600,2000,1900
Haryana,Kaithal,Dhand,Potato,Other,FAQ,14/08/2025,1200,1300,1280
Haryana,Kaithal,Pundri,Potato,Other,FAQ,14/08/2025,1000,1100,1050
Haryana,Karnal,Indri,Apple,Other,Medium,14/08/2025,7000,7000,7000
Haryana,Karnal,Indri,Onion,Other,FAQ,14/08/2025,1600,1600,1600
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,14/08/2025,1800,2800,2600
Haryana,Kurukshetra,Shahabad,"Green Chilli","Green Chilly",FAQ,14/08/2025,3000,5000,4000
Haryana,Kurukshetra,Shahabad,Lemon,Other,FAQ,14/08/2025,2500,4500,4000
Haryana,Kurukshetra,Shahabad,Orange,Orange,Medium,14/08/2025,9000,9000,9000
Haryana,Kurukshetra,Shahabad,"Peas Wet","Peas Wet",FAQ,14/08/2025,9000,9000,9000
Haryana,Kurukshetra,Shahabad,"Sponge gourd",Other,FAQ,14/08/2025,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,14/08/2025,8000,10000,10000
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,Pomogranate,Medium,14/08/2025,11000,12000,12000
Haryana,Panipat,Panipat,Pomegranate,Pomogranate,Medium,14/08/2025,5000,7000,6000
Haryana,Panipat,Samalkha,"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,1500,1500,1500
Haryana,Panipat,Samalkha,Colacasia,Colacasia,FAQ,14/08/2025,2500,2500,2500
Haryana,Panipat,Samalkha,Guava,Guava,Medium,14/08/2025,1500,1500,1500
Haryana,Rewari,Kosli,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,1500,1500,1500
Haryana,Rewari,Kosli,"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,1000,1000,1000
Haryana,Rohtak,Meham,"Mousambi(Sweet Lime)",Mousambi,Medium,14/08/2025,2400,2500,2450
Haryana,Rohtak,Meham,Onion,Other,FAQ,14/08/2025,1700,1700,1700
Haryana,Rohtak,Meham,Potato,Other,FAQ,14/08/2025,1000,1000,1000
Haryana,Sonipat,Ganaur,Apple,Other,Medium,14/08/2025,6500,7000,6800
Haryana,Sonipat,Ganaur,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,2800,3000,2800
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,14/08/2025,2400,2500,2400
Haryana,Sonipat,Ganaur,Guava,Other,Medium,14/08/2025,1800,2000,1800
Haryana,Sonipat,Ganaur,"Mousambi(Sweet Lime)",Mousambi,Medium,14/08/2025,3500,4000,3800
Haryana,Sonipat,Ganaur,"Peas Wet","Peas Wet",FAQ,14/08/2025,9000,10000,9500
Haryana,Sonipat,Ganaur,Potato,Potato,FAQ,14/08/2025,1300,1400,1300
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/08/2025,2400,2500,2400
Haryana,"Yamuna Nagar",Sadhaura,Apple,Other,Large,14/08/2025,3000,8000,4000
Haryana,"Yamuna Nagar",Sadhaura,Banana,"Banana - Ripe",Large,14/08/2025,2200,2500,2300
Haryana,"Yamuna Nagar",Sadhaura,"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,1100,1600,1200
Haryana,"Yamuna Nagar",Sadhaura,Pomegranate,Other,Large,14/08/2025,7000,9000,8000
"Himachal Pradesh",Bilaspur,Bilaspur,"Bhindi(Ladies Finger)",Other,FAQ,14/08/2025,2200,3500,3000
"Himachal Pradesh",Bilaspur,Bilaspur,Onion,Other,FAQ,14/08/2025,2000,2400,2200
"Himachal Pradesh",Chamba,Chamba,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,3500,4000,3750
"Himachal Pradesh",Chamba,Chamba,Colacasia,Other,FAQ,14/08/2025,4000,4500,4250
"Himachal Pradesh",Chamba,Chamba,"Green Chilli",Other,FAQ,14/08/2025,7000,8000,7500
"Himachal Pradesh",Kangra,Dharamshala,"Bhindi(Ladies Finger)",Bhindi,FAQ,14/08/2025,3000,4000,3500
"Himachal Pradesh",Kangra,Dharamshala,Carrot,Other,FAQ,14/08/2025,2300,2500,2400
"Himachal Pradesh",Kangra,Dharamshala,Cucumbar(Kheera),Other,FAQ,14/08/2025,2500,5500,4000
"Himachal Pradesh",Kangra,Dharamshala,Garlic,Other,FAQ,14/08/2025,11000,12000,11500
"Himachal Pradesh",Kangra,Dharamshala,Papaya,Other,Medium,14/08/2025,4000,4500,4250
"Himachal Pradesh",Kangra,Kangra,"Bitter gourd",Other,FAQ,14/08/2025,3500,4000,3700
"Himachal Pradesh",Kangra,Kangra,Cauliflower,Other,FAQ,14/08/2025,3000,5000,4000
"Himachal Pradesh",Kangra,Kangra,Ginger(Green),Other,FAQ,14/08/2025,8000,8200,8100
"Himachal Pradesh",Kangra,Kangra,Onion,Other,FAQ,14/08/2025,2300,2400,2400
"Himachal Pradesh",Kangra,Kangra,"Peas cod",Other,FAQ,14/08/2025,14000,15000,15000
"Himachal Pradesh",Kangra,Kangra,Potato,Other,FAQ,14/08/2025,1200,1800,1400
"Himachal Pradesh",Kangra,Kangra,Tomato,Other,FAQ,14/08/2025,4000,5600,5000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Banana,"Banana - Ripe",Medium,14/08/2025,3200,3500,3300
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,3800,4000,4000
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,2500,2700,2600
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,14/08/2025,2000,2400,2100
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Green Chilli","Green Chilly",FAQ,14/08/2025,4000,4500,4500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,14/08/2025,5500,6000,6000
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Mousambi(Sweet Lime)",Mousambi,Medium,14/08/2025,5500,5600,5500
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Peas Wet",Other,FAQ,14/08/2025,10500,11000,11000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Banana,"Banana - Ripe",Medium,14/08/2025,5000,5200,5100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3000,4500,3800
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Garlic,Average,FAQ,14/08/2025,10000,12500,11500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,14/08/2025,6800,7500,7100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,14/08/2025,3300,3400,3350
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Pear(Marasebu),Pears,Medium,14/08/2025,5500,7500,6500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,14/08/2025,4800,6000,5200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Capsicum,Capsicum,FAQ,14/08/2025,7000,7200,7100
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","French Beans (Frasbean)","French Beans (Frasbean)",FAQ,14/08/2025,7500,8000,7700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Ginger(Green),"Green Ginger",FAQ,14/08/2025,7800,8000,8000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pineapple,Other,Medium,14/08/2025,3500,4000,3700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Raddish,Other,FAQ,14/08/2025,1500,2000,1600
"Himachal Pradesh",Kangra,Palampur,Banana,"Banana - Ripe",Medium,14/08/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Beetroot,Beetroot,FAQ,14/08/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Colacasia,Colacasia,FAQ,14/08/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,14/08/2025,2500,4000,3200
"Himachal Pradesh",Kangra,Palampur,Mashrooms,Other,FAQ,14/08/2025,19000,20000,19500
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,14/08/2025,6500,7000,6700
"Himachal Pradesh",Kangra,Palampur,Pear(Marasebu),Other,Medium,14/08/2025,5000,7000,6000
"Himachal Pradesh",Kangra,Palampur,Tomato,Tomato,FAQ,14/08/2025,4500,6000,5200
"Himachal Pradesh",Kullu,Bandrol,Cabbage,Other,FAQ,14/08/2025,600,800,700
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Cauliflower,Other,FAQ,14/08/2025,1100,2500,2000
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Cucumbar(Kheera),Other,FAQ,14/08/2025,500,1000,800
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Tomato,Other,FAQ,14/08/2025,1000,3500,2500
"Himachal Pradesh",Mandi,Mandi(Mandi),Beetroot,Beetroot,FAQ,14/08/2025,3000,3500,3000
"Himachal Pradesh",Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,14/08/2025,4000,7000,6000
"Himachal Pradesh",Mandi,Mandi(Mandi),Mashrooms,Mashrooms,FAQ,14/08/2025,17500,20000,18500
"Himachal Pradesh",Mandi,Mandi(Mandi),Onion,Onion,FAQ,14/08/2025,1800,2400,2000
"Himachal Pradesh",Mandi,Mandi(Mandi),Papaya,Papaya,Medium,14/08/2025,3000,4500,4000
"Himachal Pradesh",Mandi,Mandi(Mandi),"Peas cod","Peas cod",FAQ,14/08/2025,8000,8000,8000
"Himachal Pradesh",Shimla,Rohroo,"Bitter gourd",Other,FAQ,14/08/2025,4000,4500,4200
"Himachal Pradesh",Shimla,Rohroo,Brinjal,"Arkasheela Mattigulla",FAQ,14/08/2025,2500,3200,3000
"Himachal Pradesh",Shimla,Rohroo,Cauliflower,Cauliflower,FAQ,14/08/2025,4000,4800,4500
"Himachal Pradesh",Shimla,Rohroo,Pomegranate,Other,Large,14/08/2025,14000,15000,14500
"Himachal Pradesh",Shimla,Rohroo,Tomato,Deshi,FAQ,14/08/2025,6000,6500,6200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Cauliflower,Other,FAQ,14/08/2025,4000,4500,4200
"Himachal Pradesh",Shimla,"Shimla and Kinnaur(Rampur)",Coriander(Leaves),Coriander,FAQ,14/08/2025,15000,15000,15000
"Himachal Pradesh",Sirmore,Nahan,Apple,Other,Large,14/08/2025,4000,10000,7000
"Himachal Pradesh",Sirmore,Nahan,"Bitter gourd","Bitter Gourd",FAQ,14/08/2025,2800,3000,2900
"Himachal Pradesh",Sirmore,Nahan,"Bottle gourd","Bottle Gourd",FAQ,14/08/2025,2000,3000,2500
"Himachal Pradesh",Sirmore,Nahan,Carrot,Other,FAQ,14/08/2025,3000,4000,3500
"Himachal Pradesh",Sirmore,Nahan,Lemon,Other,FAQ,14/08/2025,4000,5000,4500
"Himachal Pradesh",Sirmore,Nahan,Potato,Other,FAQ,14/08/2025,1600,1800,1700
"Himachal Pradesh",Sirmore,Nahan,Pumpkin,Other,FAQ,14/08/2025,1500,2000,1800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Banana,Other,Large,14/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib","French Beans (Frasbean)",Other,FAQ,14/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Potato,Other,FAQ,14/08/2025,1000,1500,1200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Raddish,Other,FAQ,14/08/2025,1000,1500,1200
"Himachal Pradesh",Solan,Solan,Apple,Apple,Medium,14/08/2025,2500,10500,6500
"Himachal Pradesh",Solan,Solan,Banana,Other,Medium,14/08/2025,2000,3000,2700
"Himachal Pradesh",Solan,Solan,"Bottle gourd",Other,FAQ,14/08/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan,Brinjal,Other,FAQ,14/08/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan,Carrot,Other,FAQ,14/08/2025,2000,2500,2400
