State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,lat,lon,NDVI,ndvi_mean
Andhra Pradesh,Chittor,Palamaner,Green Chilli,Green Chilly,FAQ,14/08/2025,4000.0,6000.0,5000.0,13.2162432,79.1050786,,
Andhra Pradesh,Cuddapah,Cuddapah,Groundnut,Local,Non-FAQ,14/08/2025,2311.0,6137.0,5946.0,14.4956602,78.8349278,,
Andhra Pradesh,Cuddapah,Cuddapah,Turmeric,Bulb,FAQ,14/08/2025,8112.0,8869.0,8112.0,14.4956602,78.8349278,,
Andhra Pradesh,Guntur,Pidugurala(Palnadu),Dry Chillies,1st Sort,FAQ,14/08/2025,9000.0,13000.0,11000.0,16.2915189,80.4541588,,
Andhra Pradesh,Krishna,Tiruvuru,Paddy(Dhan)(Common),Sona,Non-FAQ,14/08/2025,2300.0,2500.0,2400.0,16.2129438,81.0283082,,
Andhra Pradesh,Kurnool,Pattikonda,Tomato,Local,Non-FAQ,14/08/2025,1800.0,3500.0,2500.0,15.8309251,78.0425373,,
Andhra Pradesh,Nellore,Rapur,Wood,Eucalyptus,FAQ,14/08/2025,5600.0,6000.0,5800.0,14.4493717,79.9873763,,
Andhra Pradesh,West Godavari,Chintalapudi,Lemon,Lemon,FAQ,14/08/2025,1400.0,2000.0,1700.0,16.6443029,81.5885247,,
Bihar,Banka,Barahat,Onion,Medium,FAQ,14/08/2025,3000.0,3500.0,3200.0,24.8328273,86.8161114,,
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cabbage,Cabbage,FAQ,14/08/2025,800.0,1800.0,1400.0,30.7334421,76.7797143,,
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Pumpkin,Other,FAQ,14/08/2025,800.0,1500.0,1200.0,30.7334421,76.7797143,,
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Tomato,Other,FAQ,14/08/2025,1600.0,5600.0,4400.0,30.7334421,76.7797143,,
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,14/08/2025,1000.0,2000.0,1500.0,23.0215374,72.5800568,,
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,14/08/2025,800.0,1700.0,1250.0,23.0215374,72.5800568,,
Gujarat,Ahmedabad,Ahmedabad,Capsicum,Capsicum,FAQ,14/08/2025,2500.0,3500.0,3000.0,23.0215374,72.5800568,,
Gujarat,Ahmedabad,Ahmedabad,Papaya (Raw),Other,FAQ,14/08/2025,800.0,1000.0,900.0,23.0215374,72.5800568,,
Gujarat,Amreli,Damnagar,Guar,Gwar,FAQ,14/08/2025,2150.0,3050.0,2600.0,21.4176122,71.249609,,
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Banana,Amruthapani,Medium,14/08/2025,1700.0,1800.0,1700.0,22.5586555,72.9627227,,
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Brinjal,Other,FAQ,14/08/2025,1000.0,2500.0,2000.0,22.5586555,72.9627227,,
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Drumstick,Other,FAQ,14/08/2025,4000.0,5000.0,4600.0,22.5586555,72.9627227,,
Gujarat,Anand,Khambhat(Veg Yard Khambhat),Potato,Other,FAQ,14/08/2025,1400.0,1800.0,1600.0,22.5586555,72.9627227,,
Gujarat,Bharuch,Bharuch,Ginger(Green),Other,FAQ,14/08/2025,2000.0,3000.0,2500.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Bharuch,Papaya,Other,Medium,14/08/2025,700.0,1000.0,850.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Bharuch,Pomegranate,Other,Medium,14/08/2025,2000.0,4000.0,3000.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Bharuch,Potato,Other,Non-FAQ,14/08/2025,1000.0,2000.0,1500.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,14/08/2025,6000.0,7000.0,6500.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Jambusar,Castor Seed,Other,FAQ,14/08/2025,5000.0,5800.0,5400.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Jambusar(Kaavi),Arhar (Tur/Red Gram)(Whole),Other,FAQ,14/08/2025,6400.0,7200.0,6800.0,21.7080427,72.9956936,,
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,14/08/2025,5400.0,6200.0,5800.0,21.7080427,72.9956936,,
Gujarat,Botad,Botad,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,14/08/2025,6200.0,9400.0,8000.0,22.0467097,71.6689617,,
Gujarat,Chhota Udaipur,Bodeliu,Groundnut,Other,FAQ,14/08/2025,4901.0,4921.0,4915.0,22.2224345,73.7778749,,
Gujarat,Dahod,Dahod,Maize,White (SAFED),FAQ,14/08/2025,2250.0,2900.0,2400.0,22.9194099,74.1342725,,
Gujarat,Dahod,Dahod,Soyabean,Soyabeen,Non-FAQ,14/08/2025,4650.0,4788.0,4725.0,22.9194099,74.1342725,,
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,14/08/2025,2875.0,2950.0,2925.0,22.9194099,74.1342725,,
Gujarat,Dahod,Dahod(Veg. Market),Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2025,500.0,1500.0,1000.0,22.9194099,74.1342725,,
Gujarat,Dahod,Dahod(Veg. Market),Onion,Onion,FAQ,14/08/2025,800.0,1200.0,1000.0,22.9194099,74.1342725,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bottle gourd,Other,FAQ,14/08/2025,1500.0,2000.0,1500.0,23.2232877,72.6492267,,
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Gram Raw(Chholia),Other,FAQ,14/08/2025,3000.0,3000.0,3000.0,23.2232877,72.6492267,,
Gujarat,Kachchh,Anjar,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,14/08/2025,5777.0,8500.0,8000.0,23.583333,70.0,,
Gujarat,Kheda,Kapadvanj,Bhindi(Ladies Finger),Other,FAQ,14/08/2025,1500.0,2000.0,1700.0,22.8532503,72.9953586,,
Gujarat,Mehsana,Kadi,Kulthi(Horse Gram),Horse gram (Whole),FAQ,14/08/2025,4665.0,5205.0,5100.0,23.6012628,72.3741516,,
Gujarat,Mehsana,Visnagar,Castor Seed,Other,FAQ,14/08/2025,6400.0,6515.0,6457.0,23.6012628,72.3741516,,
Gujarat,Mehsana,Visnagar,Mustard,Other,FAQ,14/08/2025,6200.0,6520.0,6360.0,23.6012628,72.3741516,,
Gujarat,Morbi,Morbi,Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2025,1000.0,2000.0,1500.0,22.8003959,70.886232,,
Gujarat,Morbi,Morbi,Bitter gourd,Other,FAQ,14/08/2025,500.0,1000.0,750.0,22.8003959,70.886232,,
Gujarat,Morbi,Morbi,Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,500.0,1500.0,1000.0,22.8003959,70.886232,,
Gujarat,Navsari,Navsari,Brinjal,Arkasheela Mattigulla,FAQ,14/08/2025,900.0,1500.0,1200.0,20.952407,72.9323831,,
Gujarat,Navsari,Navsari,Cabbage,Cabbage,FAQ,14/08/2025,1250.0,1500.0,1375.0,20.952407,72.9323831,,
Gujarat,Navsari,Navsari,Cluster beans,Cluster Beans,FAQ,14/08/2025,3000.0,3500.0,3250.0,20.952407,72.9323831,,
Gujarat,Navsari,Navsari,Coriander(Leaves),Coriander,FAQ,14/08/2025,3000.0,4000.0,3500.0,20.952407,72.9323831,,
Gujarat,Navsari,Navsari,Potato,(Red Nanital),FAQ,14/08/2025,1000.0,2000.0,1500.0,20.952407,72.9323831,,
Gujarat,Patan,Patan,Jowar(Sorghum),Other,FAQ,14/08/2025,3500.0,5455.0,5250.0,23.773753,71.6798581,,
Gujarat,Patan,Patan,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,14/08/2025,6055.0,6900.0,6700.0,23.773753,71.6798581,,
Gujarat,Patan,Siddhpur,Mustard,Mustard,FAQ,14/08/2025,6280.0,6400.0,6340.0,23.773753,71.6798581,,
Gujarat,Patan,Siddhpur,Wheat,Hybrid,FAQ,14/08/2025,2595.0,2675.0,2635.0,23.773753,71.6798581,,
Gujarat,Porbandar,Porbandar,Banana,Amruthapani,Large,14/08/2025,2000.0,2500.0,2250.0,21.602975,69.8538067,,
Gujarat,Porbandar,Porbandar,Cauliflower,African Sarson,FAQ,14/08/2025,2500.0,3500.0,3000.0,21.602975,69.8538067,,
Gujarat,Porbandar,Porbandar,Ginger(Green),Green Ginger,FAQ,14/08/2025,4000.0,4500.0,4250.0,21.602975,69.8538067,,
Gujarat,Porbandar,Porbandar,Green Chilli,Green Chilly,FAQ,14/08/2025,2500.0,3500.0,3000.0,21.602975,69.8538067,,
Gujarat,Porbandar,Porbandar,Guar,Gwar,FAQ,14/08/2025,4000.0,5000.0,4500.0,21.602975,69.8538067,,
Gujarat,Porbandar,Porbandar,Pomegranate,Other,Large,14/08/2025,4000.0,12000.0,8000.0,21.602975,69.8538067,,
Gujarat,Sabarkantha,Himatnagar,Bajra(Pearl Millet/Cumbu),Local,FAQ,14/08/2025,2625.0,2640.0,2640.0,23.8688505,73.013784,,
Gujarat,Sabarkantha,Himatnagar,Castor Seed,Castor seed,FAQ,14/08/2025,6380.0,6500.0,6450.0,23.8688505,73.013784,,
Gujarat,Sabarkantha,Himatnagar,Groundnut,JL-24,Non-FAQ,14/08/2025,4725.0,5525.0,5200.0,23.8688505,73.013784,,
Gujarat,Sabarkantha,Modasa(Tintoi),Bajra(Pearl Millet/Cumbu),Hybrid,Non-FAQ,14/08/2025,1650.0,2275.0,2275.0,23.8688505,73.013784,,
Gujarat,Surat,Songadh,Guar,Gwar,FAQ,14/08/2025,4000.0,4950.0,4400.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Bhindi(Ladies Finger),Other,FAQ,14/08/2025,1500.0,3500.0,2500.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,14/08/2025,1000.0,3000.0,2000.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Cluster beans,Other,FAQ,14/08/2025,3000.0,6000.0,4500.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,14/08/2025,2000.0,3500.0,2750.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Green Chilli,Other,FAQ,14/08/2025,2500.0,5500.0,4000.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Groundnut pods (raw),Other,FAQ,14/08/2025,3000.0,4300.0,3650.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,14/08/2025,3500.0,6000.0,4750.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Lemon,Other,FAQ,14/08/2025,1000.0,3500.0,2250.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Pegeon Pea (Arhar Fali),Other,FAQ,14/08/2025,4000.0,10000.0,7000.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Pumpkin,Other,FAQ,14/08/2025,700.0,2400.0,1550.0,21.2094892,72.8317058,,
Gujarat,Surat,Surat,Yam (Ratalu),Other,FAQ,14/08/2025,6000.0,16000.0,11000.0,21.2094892,72.8317058,,
Gujarat,Vadodara(Baroda),Padra,Bottle gourd,Other,FAQ,14/08/2025,600.0,1100.0,850.0,22.3041662,73.2012585,,
Gujarat,Vadodara(Baroda),Padra,Green Chilli,Green Chilly,FAQ,14/08/2025,2500.0,3250.0,2900.0,22.3041662,73.2012585,,
Gujarat,Valsad,Chikli(Khorgam),Pointed gourd (Parval),Other,FAQ,14/08/2025,2750.0,3500.0,3125.0,20.4321957,73.1409893,,
Haryana,Ambala,Naraingarh,Bitter gourd,Bitter Gourd,FAQ,14/08/2025,1200.0,3000.0,1800.0,30.3843674,76.770421,,
Haryana,Ambala,Naraingarh,Bottle gourd,Bottle Gourd,FAQ,14/08/2025,600.0,2000.0,1500.0,30.3843674,76.770421,,
Haryana,Ambala,Naraingarh,French Beans (Frasbean),Other,FAQ,14/08/2025,2500.0,6000.0,4500.0,30.3843674,76.770421,,
Haryana,Ambala,Naraingarh,Peas Wet,Peas Wet,FAQ,14/08/2025,5000.0,10000.0,7000.0,30.3843674,76.770421,,
Haryana,Ambala,Naraingarh,Pomegranate,Pomogranate,Medium,14/08/2025,5000.0,14000.0,7000.0,30.3843674,76.770421,,
Haryana,Fatehabad,Jakhal,Ridgeguard(Tori),Other,FAQ,14/08/2025,1200.0,2200.0,2200.0,29.5359209,75.5752901,,
Haryana,Gurgaon,Gurgaon,Bhindi(Ladies Finger),Other,FAQ,14/08/2025,1000.0,1400.0,1200.0,28.4646148,77.0299194,,
Haryana,Gurgaon,Sohna,Guava,Guava,Medium,14/08/2025,1600.0,1600.0,1600.0,28.4646148,77.0299194,,
Haryana,Hissar,Hansi,Cucumbar(Kheera),Other,FAQ,14/08/2025,2000.0,3000.0,2500.0,29.9256437,76.5276288,,
Haryana,Hissar,Hansi,Spinach,Other,FAQ,14/08/2025,2000.0,3000.0,2500.0,29.9256437,76.5276288,,
Haryana,Jind,Narwana,Sponge gourd,Other,FAQ,14/08/2025,2500.0,2500.0,2500.0,29.3152073,76.314082,,
Haryana,Jind,Narwana,Tomato,Other,FAQ,14/08/2025,5000.0,6000.0,5500.0,29.3152073,76.314082,,
Haryana,Kaithal,Cheeka,Potato,Other,Non-FAQ,14/08/2025,800.0,800.0,800.0,29.7996588,76.3989903,,
Haryana,Kaithal,Dhand,Banana,Other,Medium,14/08/2025,3000.0,4000.0,3800.0,29.7996588,76.3989903,,
Haryana,Kaithal,Dhand,Onion,Other,FAQ,14/08/2025,1600.0,2000.0,1900.0,29.7996588,76.3989903,,
Haryana,Kaithal,Dhand,Potato,Other,FAQ,14/08/2025,1200.0,1300.0,1280.0,29.7996588,76.3989903,,
Haryana,Kaithal,Pundri,Potato,Other,FAQ,14/08/2025,1000.0,1100.0,1050.0,29.7996588,76.3989903,,
Haryana,Karnal,Indri,Apple,Other,Medium,14/08/2025,7000.0,7000.0,7000.0,29.7255766,76.9106924,,
Haryana,Karnal,Indri,Onion,Other,FAQ,14/08/2025,1600.0,1600.0,1600.0,29.7255766,76.9106924,,
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,14/08/2025,1800.0,2800.0,2600.0,29.9693747,76.8482787,,
Haryana,Kurukshetra,Shahabad,Green Chilli,Green Chilly,FAQ,14/08/2025,3000.0,5000.0,4000.0,29.9693747,76.8482787,,
Haryana,Kurukshetra,Shahabad,Lemon,Other,FAQ,14/08/2025,2500.0,4500.0,4000.0,29.9693747,76.8482787,,
Haryana,Kurukshetra,Shahabad,Orange,Orange,Medium,14/08/2025,9000.0,9000.0,9000.0,29.9693747,76.8482787,,
Haryana,Kurukshetra,Shahabad,Peas Wet,Peas Wet,FAQ,14/08/2025,9000.0,9000.0,9000.0,29.9693747,76.8482787,,
Haryana,Kurukshetra,Shahabad,Sponge gourd,Other,FAQ,14/08/2025,1000.0,2000.0,1500.0,29.9693747,76.8482787,,
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,14/08/2025,8000.0,10000.0,10000.0,28.0530574,76.1136303,,
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,Pomogranate,Medium,14/08/2025,11000.0,12000.0,12000.0,28.0530574,76.1136303,,
Haryana,Panipat,Panipat,Pomegranate,Pomogranate,Medium,14/08/2025,5000.0,7000.0,6000.0,29.3912753,76.9771675,,
Haryana,Panipat,Samalkha,Bottle gourd,Bottle Gourd,FAQ,14/08/2025,1500.0,1500.0,1500.0,29.3912753,76.9771675,,
Haryana,Panipat,Samalkha,Colacasia,Colacasia,FAQ,14/08/2025,2500.0,2500.0,2500.0,29.3912753,76.9771675,,
Haryana,Panipat,Samalkha,Guava,Guava,Medium,14/08/2025,1500.0,1500.0,1500.0,29.3912753,76.9771675,,
Haryana,Rewari,Kosli,Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2025,1500.0,1500.0,1500.0,28.1956468,76.6165179,,
Haryana,Rewari,Kosli,Bottle gourd,Bottle Gourd,FAQ,14/08/2025,1000.0,1000.0,1000.0,28.1956468,76.6165179,,
Haryana,Rohtak,Meham,Mousambi(Sweet Lime),Mousambi,Medium,14/08/2025,2400.0,2500.0,2450.0,28.9010899,76.5801935,,
Haryana,Rohtak,Meham,Onion,Other,FAQ,14/08/2025,1700.0,1700.0,1700.0,28.9010899,76.5801935,,
Haryana,Rohtak,Meham,Potato,Other,FAQ,14/08/2025,1000.0,1000.0,1000.0,28.9010899,76.5801935,,
Haryana,Sonipat,Ganaur,Apple,Other,Medium,14/08/2025,6500.0,7000.0,6800.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2025,2800.0,3000.0,2800.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,14/08/2025,2400.0,2500.0,2400.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Guava,Other,Medium,14/08/2025,1800.0,2000.0,1800.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Mousambi(Sweet Lime),Mousambi,Medium,14/08/2025,3500.0,4000.0,3800.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Peas Wet,Peas Wet,FAQ,14/08/2025,9000.0,10000.0,9500.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Potato,Potato,FAQ,14/08/2025,1300.0,1400.0,1300.0,28.9953758,77.0233627,,
Haryana,Sonipat,Ganaur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,14/08/2025,2400.0,2500.0,2400.0,28.9953758,77.0233627,,
Haryana,Yamuna Nagar,Sadhaura,Apple,Other,Large,14/08/2025,3000.0,8000.0,4000.0,30.1389108,77.301064,,
Haryana,Yamuna Nagar,Sadhaura,Banana,Banana - Ripe,Large,14/08/2025,2200.0,2500.0,2300.0,30.1389108,77.301064,,
Haryana,Yamuna Nagar,Sadhaura,Bottle gourd,Bottle Gourd,FAQ,14/08/2025,1100.0,1600.0,1200.0,30.1389108,77.301064,,
Haryana,Yamuna Nagar,Sadhaura,Pomegranate,Other,Large,14/08/2025,7000.0,9000.0,8000.0,30.1389108,77.301064,,
Himachal Pradesh,Bilaspur,Bilaspur,Bhindi(Ladies Finger),Other,FAQ,14/08/2025,2200.0,3500.0,3000.0,31.3380959,76.7611631,,
Himachal Pradesh,Bilaspur,Bilaspur,Onion,Other,FAQ,14/08/2025,2000.0,2400.0,2200.0,31.3380959,76.7611631,,
Himachal Pradesh,Chamba,Chamba,Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2025,3500.0,4000.0,3750.0,32.6923316,76.1631552,,
Himachal Pradesh,Chamba,Chamba,Colacasia,Other,FAQ,14/08/2025,4000.0,4500.0,4250.0,32.6923316,76.1631552,,
Himachal Pradesh,Chamba,Chamba,Green Chilli,Other,FAQ,14/08/2025,7000.0,8000.0,7500.0,32.6923316,76.1631552,,
Himachal Pradesh,Kangra,Dharamshala,Bhindi(Ladies Finger),Bhindi,FAQ,14/08/2025,3000.0,4000.0,3500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Dharamshala,Carrot,Other,FAQ,14/08/2025,2300.0,2500.0,2400.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Dharamshala,Cucumbar(Kheera),Other,FAQ,14/08/2025,2500.0,5500.0,4000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Dharamshala,Garlic,Other,FAQ,14/08/2025,11000.0,12000.0,11500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Dharamshala,Papaya,Other,Medium,14/08/2025,4000.0,4500.0,4250.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Bitter gourd,Other,FAQ,14/08/2025,3500.0,4000.0,3700.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Cauliflower,Other,FAQ,14/08/2025,3000.0,5000.0,4000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Ginger(Green),Other,FAQ,14/08/2025,8000.0,8200.0,8100.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,14/08/2025,2300.0,2400.0,2400.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Peas cod,Other,FAQ,14/08/2025,14000.0,15000.0,15000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Potato,Other,FAQ,14/08/2025,1200.0,1800.0,1400.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra,Tomato,Other,FAQ,14/08/2025,4000.0,5600.0,5000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Banana,Banana - Ripe,Medium,14/08/2025,3200.0,3500.0,3300.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Bitter gourd,Bitter Gourd,FAQ,14/08/2025,3800.0,4000.0,4000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Bottle gourd,Bottle Gourd,FAQ,14/08/2025,2500.0,2700.0,2600.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,14/08/2025,2000.0,2400.0,2100.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Green Chilli,Green Chilly,FAQ,14/08/2025,4000.0,4500.0,4500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,14/08/2025,5500.0,6000.0,6000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Mousambi(Sweet Lime),Mousambi,Medium,14/08/2025,5500.0,5600.0,5500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Baijnath),Peas Wet,Other,FAQ,14/08/2025,10500.0,11000.0,11000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,14/08/2025,5000.0,5200.0,5100.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cucumbar(Kheera),Cucumbar,FAQ,14/08/2025,3000.0,4500.0,3800.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Garlic,Average,FAQ,14/08/2025,10000.0,12500.0,11500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Lemon,Lemon,FAQ,14/08/2025,6800.0,7500.0,7100.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Papaya,Other,Medium,14/08/2025,3300.0,3400.0,3350.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pear(Marasebu),Pears,Medium,14/08/2025,5500.0,7500.0,6500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,14/08/2025,4800.0,6000.0,5200.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Capsicum,Capsicum,FAQ,14/08/2025,7000.0,7200.0,7100.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),French Beans (Frasbean),French Beans (Frasbean),FAQ,14/08/2025,7500.0,8000.0,7700.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Ginger(Green),Green Ginger,FAQ,14/08/2025,7800.0,8000.0,8000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pineapple,Other,Medium,14/08/2025,3500.0,4000.0,3700.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Raddish,Other,FAQ,14/08/2025,1500.0,2000.0,1600.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,14/08/2025,4800.0,5000.0,4900.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Beetroot,Beetroot,FAQ,14/08/2025,4800.0,5000.0,4900.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Colacasia,Colacasia,FAQ,14/08/2025,2500.0,3000.0,2700.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,14/08/2025,2500.0,4000.0,3200.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Mashrooms,Other,FAQ,14/08/2025,19000.0,20000.0,19500.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Mousambi(Sweet Lime),Other,Medium,14/08/2025,6500.0,7000.0,6700.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Pear(Marasebu),Other,Medium,14/08/2025,5000.0,7000.0,6000.0,32.0768665,76.2985872,,
Himachal Pradesh,Kangra,Palampur,Tomato,Tomato,FAQ,14/08/2025,4500.0,6000.0,5200.0,32.0768665,76.2985872,,
Himachal Pradesh,Kullu,Bandrol,Cabbage,Other,FAQ,14/08/2025,600.0,800.0,700.0,31.9578974,77.1089232,,
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Cauliflower,Other,FAQ,14/08/2025,1100.0,2500.0,2000.0,31.9578974,77.1089232,,
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Cucumbar(Kheera),Other,FAQ,14/08/2025,500.0,1000.0,800.0,31.9578974,77.1089232,,
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Tomato,Other,FAQ,14/08/2025,1000.0,3500.0,2500.0,31.9578974,77.1089232,,
Himachal Pradesh,Mandi,Mandi(Mandi),Beetroot,Beetroot,FAQ,14/08/2025,3000.0,3500.0,3000.0,31.6516617,77.0092542,,
Himachal Pradesh,Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,14/08/2025,4000.0,7000.0,6000.0,31.6516617,77.0092542,,
Himachal Pradesh,Mandi,Mandi(Mandi),Mashrooms,Mashrooms,FAQ,14/08/2025,17500.0,20000.0,18500.0,31.6516617,77.0092542,,
Himachal Pradesh,Mandi,Mandi(Mandi),Onion,Onion,FAQ,14/08/2025,1800.0,2400.0,2000.0,31.6516617,77.0092542,,
Himachal Pradesh,Mandi,Mandi(Mandi),Papaya,Papaya,Medium,14/08/2025,3000.0,4500.0,4000.0,31.6516617,77.0092542,,
Himachal Pradesh,Mandi,Mandi(Mandi),Peas cod,Peas cod,FAQ,14/08/2025,8000.0,8000.0,8000.0,31.6516617,77.0092542,,
Himachal Pradesh,Shimla,Rohroo,Bitter gourd,Other,FAQ,14/08/2025,4000.0,4500.0,4200.0,31.1041526,77.1709729,,
Himachal Pradesh,Shimla,Rohroo,Brinjal,Arkasheela Mattigulla,FAQ,14/08/2025,2500.0,3200.0,3000.0,31.1041526,77.1709729,,
Himachal Pradesh,Shimla,Rohroo,Cauliflower,Cauliflower,FAQ,14/08/2025,4000.0,4800.0,4500.0,31.1041526,77.1709729,,
Himachal Pradesh,Shimla,Rohroo,Pomegranate,Other,Large,14/08/2025,14000.0,15000.0,14500.0,31.1041526,77.1709729,,
Himachal Pradesh,Shimla,Rohroo,Tomato,Deshi,FAQ,14/08/2025,6000.0,6500.0,6200.0,31.1041526,77.1709729,,
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Cauliflower,Other,FAQ,14/08/2025,4000.0,4500.0,4200.0,31.1041526,77.1709729,,
